id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
1178405,2019,Hyderabad,2019-04-14,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,39,0,KMA Paul,Rajiv Gandhi International Stadium,AK Chaudhary,BNJ Oxenford
1178402,2019,Mumbai,2019-04-13,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,JC Buttler,Wankhede Stadium,A Nand Kishore,Nitin Menon
1178403,2019,Chandigarh,2019-04-13,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,AB de Villiers,Punjab Cricket Association IS Bindra Stadium,S Ravi,UV Gandhe
1178401,2019,Kolkata,2019-04-12,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,S Dhawan,Eden Gardens,CK Nandan,YC Barde
1178400,2019,Jaipur,2019-04-11,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,MS Dhoni,Sawai Mansingh Stadium,BNJ Oxenford,UV Gandhe
1178399,2019,Mumbai,2019-04-10,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,3,KA Pollard,Wankhede Stadium,S Ravi,YC Barde
1178398,2019,Chennai,2019-04-09,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,DL Chahar,MA Chidambaram Stadium,C Shamshuddin,RJ Tucker
1178397,2019,Chandigarh,2019-04-08,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium,AY Dandekar,M Erasmus
1178396,2019,Jaipur,2019-04-07,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,HF Gurney,Sawai Mansingh Stadium,AK Chaudhary,CB Gaffaney
1178395,2019,Bengaluru,2019-04-07,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,K Rabada,M.Chinnaswamy Stadium,S Ravi,YC Barde
1178393,2019,Chennai,2019-04-06,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,22,0,Harbhajan Singh,MA Chidambaram Stadium,KN Ananthapadmanabhan,RJ Tucker
1178394,2019,Hyderabad,2019-04-06,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,40,0,AS Joseph,Rajiv Gandhi International Stadium,AY Dandekar,Nitin Menon
1175372,2019,Bengaluru,2019-04-05,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,AD Russell,M.Chinnaswamy Stadium,AK Chaudhary,CB Gaffaney
1175371,2019,Delhi,2019-04-04,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,JM Bairstow,Arun Jaitley Stadium,C Shamshuddin,KN Ananthapadmanabhan
1175370,2019,Mumbai,2019-04-03,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,37,0,HH Pandya,Wankhede Stadium,BNJ Oxenford,RJ Tucker
1175369,2019,Jaipur,2019-04-02,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,S Gopal,Sawai Mansingh Stadium,AY Dandekar,M Erasmus
1175368,2019,Chandigarh,2019-04-01,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,14,0,SM Curran,Punjab Cricket Association IS Bindra Stadium,AK Chaudhary,CB Gaffaney
1175366,2019,Hyderabad,2019-03-31,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,118,0,JM Bairstow,Rajiv Gandhi International Stadium,KN Ananthapadmanabhan,S Ravi
1175367,2019,Chennai,2019-03-31,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,8,0,MS Dhoni,MA Chidambaram Stadium,CK Nandan,YC Barde
1175364,2019,Chandigarh,2019-03-30,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,8,MA Agarwal,Punjab Cricket Association IS Bindra Stadium,CB Gaffaney,VA Kulkarni
1175363,2019,Hyderabad,2019-03-29,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,0,Sunrisers Hyderabad,0,5,Rashid Khan,Rajiv Gandhi International Stadium,BNJ Oxenford,C Shamshuddin
1175362,2019,Bengaluru,2019-03-28,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,6,0,JJ Bumrah,M.Chinnaswamy Stadium,CK Nandan,S Ravi
1175361,2019,Kolkata,2019-03-27,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,28,0,AD Russell,Eden Gardens,AK Chaudhary,VA Kulkarni
1175360,2019,Delhi,2019-03-26,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Chennai Super Kings,0,6,SR Watson,Arun Jaitley Stadium,M Erasmus,Nitin Menon
1175359,2019,Jaipur,2019-03-25,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,14,0,CH Gayle,Sawai Mansingh Stadium,C Shamshuddin,KN Ananthapadmanabhan
1175358,2019,Mumbai,2019-03-24,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,37,0,RR Pant,Wankhede Stadium,S Ravi,YC Barde
1175357,2019,Kolkata,2019-03-24,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,AD Russell,Eden Gardens,AK Chaudhary,CB Gaffaney
1175356,2019,Chennai,2019-03-23,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,Harbhajan Singh,MA Chidambaram Stadium,AY Dandekar,BNJ Oxenford
1136620,2018,Mumbai,2018-05-27,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,SR Watson,Wankhede Stadium,M Erasmus,S Ravi
1136619,2018,Kolkata,2018-05-25,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,14,0,Rashid Khan,Eden Gardens,HDPK Dharmasena,Nitin Menon
1136618,2018,Kolkata,2018-05-23,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,25,0,AD Russell,Eden Gardens,AK Chaudhary,Nitin Menon
1136617,2018,Mumbai,2018-05-22,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,2,F du Plessis,Wankhede Stadium,C Shamshuddin,M Erasmus
1136615,2018,Delhi,2018-05-20,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,0,Delhi Daredevils,11,0,A Mishra,Arun Jaitley Stadium,HDPK Dharmasena,CK Nandan
1136616,2018,Pune,2018-05-20,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,L Ngidi,Maharashtra Cricket Association Stadium,Nitin Menon,YC Barde
1136613,2018,Jaipur,2018-05-19,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Rajasthan Royals,30,0,S Gopal,Sawai Mansingh Stadium,BNJ Oxenford,VK Sharma
1136614,2018,Hyderabad,2018-05-19,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,5,CA Lynn,Rajiv Gandhi International Stadium,AK Chaudhary,S Ravi
1136612,2018,Delhi,2018-05-18,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Delhi Daredevils,34,0,HV Patel,Arun Jaitley Stadium,HDPK Dharmasena,VA Kulkarni
1136611,2018,Bengaluru,2018-05-17,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,14,0,AB de Villiers,M.Chinnaswamy Stadium,AY Dandekar,S Ravi
1136610,2018,Mumbai,2018-05-16,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,3,0,JJ Bumrah,Wankhede Stadium,M Erasmus,Nitin Menon
1136609,2018,Kolkata,2018-05-15,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,Kuldeep Yadav,Eden Gardens,AK Chaudhary,HDPK Dharmasena
1136608,2018,Indore,2018-05-14,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,UT Yadav,Holkar Cricket Stadium,BNJ Oxenford,VK Sharma
1136607,2018,Mumbai,2018-05-13,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,JC Buttler,Wankhede Stadium,Nitin Menon,S Ravi
1136606,2018,Pune,2018-05-13,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,AT Rayudu,Maharashtra Cricket Association Stadium,M Erasmus,YC Barde
1136604,2018,Indore,2018-05-12,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,31,0,SP Narine,Holkar Cricket Stadium,CK Nandan,VK Sharma
1136605,2018,Delhi,2018-05-12,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,5,AB de Villiers,Arun Jaitley Stadium,KN Ananthapadmanabhan,HDPK Dharmasena
1136603,2018,Jaipur,2018-05-11,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,4,JC Buttler,Sawai Mansingh Stadium,M Erasmus,YC Barde
1136602,2018,Delhi,2018-05-10,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0,9,S Dhawan,Arun Jaitley Stadium,AY Dandekar,C Shamshuddin
1136601,2018,Kolkata,2018-05-09,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,102,0,Ishan Kishan,Eden Gardens,KN Ananthapadmanabhan,AK Chaudhary
1136600,2018,Jaipur,2018-05-08,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,0,Rajasthan Royals,15,0,JC Buttler,Sawai Mansingh Stadium,M Erasmus,Nitin Menon
1136599,2018,Hyderabad,2018-05-07,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,5,0,KS Williamson,Rajiv Gandhi International Stadium,BNJ Oxenford,VK Sharma
1136598,2018,Indore,2018-05-06,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,Mujeeb Ur Rahman,Holkar Cricket Stadium,C Shamshuddin,S Ravi
1136597,2018,Mumbai,2018-05-06,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,13,0,HH Pandya,Wankhede Stadium,A Deshmukh,HDPK Dharmasena
1136595,2018,Pune,2018-05-05,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,RA Jadeja,Maharashtra Cricket Association Stadium,Nitin Menon,YC Barde
1136596,2018,Hyderabad,2018-05-05,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0,7,Rashid Khan,Rajiv Gandhi International Stadium,BNJ Oxenford,CK Nandan
1136594,2018,Indore,2018-05-04,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,SA Yadav,Holkar Cricket Stadium,AY Dandekar,S Ravi
1136593,2018,Kolkata,2018-05-03,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,SP Narine,Eden Gardens,A Deshmukh,HDPK Dharmasena
1136592,2018,Delhi,2018-05-02,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,D/L,1,Delhi Daredevils,4,0,RR Pant,Arun Jaitley Stadium,CK Nandan,VK Sharma
1136591,2018,Bengaluru,2018-05-01,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,14,0,TG Southee,M.Chinnaswamy Stadium,M Erasmus,Nitin Menon
1136590,2018,Pune,2018-04-30,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,13,0,SR Watson,Maharashtra Cricket Association Stadium,AY Dandekar,C Shamshuddin
1136589,2018,Bengaluru,2018-04-29,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,CA Lynn,M.Chinnaswamy Stadium,AK Chaudhary,NJ Llong
1136588,2018,Jaipur,2018-04-29,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,11,0,KS Williamson,Sawai Mansingh Stadium,BNJ Oxenford,A Nand Kishore
1136587,2018,Pune,2018-04-28,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,RG Sharma,Maharashtra Cricket Association Stadium,CB Gaffaney,Nitin Menon
1136586,2018,Delhi,2018-04-27,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Daredevils,55,0,SS Iyer,Arun Jaitley Stadium,C Shamshuddin,S Ravi
1136585,2018,Hyderabad,2018-04-26,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,13,0,AS Rajpoot,Rajiv Gandhi International Stadium,CK Nandan,YC Barde
1136584,2018,Bengaluru,2018-04-25,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,MS Dhoni,M.Chinnaswamy Stadium,NJ Llong,VK Sharma
1136583,2018,Mumbai,2018-04-24,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,31,0,Rashid Khan,Wankhede Stadium,C Shamshuddin,S Ravi
1136582,2018,Delhi,2018-04-23,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,4,0,AS Rajpoot,Arun Jaitley Stadium,A Nand Kishore,CK Nandan
1136580,2018,Hyderabad,2018-04-22,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,4,0,AT Rayudu,Rajiv Gandhi International Stadium,AK Chaudhary,VA Kulkarni
1136581,2018,Jaipur,2018-04-22,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,3,JC Archer,Sawai Mansingh Stadium,KN Ananthapadmanabhan,RJ Tucker
1136578,2018,Kolkata,2018-04-21,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,D/L,1,Kings XI Punjab,0,9,KL Rahul,Eden Gardens,A Deshmukh,C Shamshuddin
1136579,2018,Bengaluru,2018-04-21,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,AB de Villiers,M.Chinnaswamy Stadium,CB Gaffaney,CK Nandan
1136577,2018,Pune,2018-04-20,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,64,0,SR Watson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,Nitin Menon
1136576,2018,Chandigarh,2018-04-19,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Kings XI Punjab,15,0,CH Gayle,Punjab Cricket Association IS Bindra Stadium,AK Chaudhary,NJ Llong
1136575,2018,Jaipur,2018-04-18,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,N Rana,Sawai Mansingh Stadium,A Deshmukh,S Ravi
1136574,2018,Mumbai,2018-04-17,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,46,0,RG Sharma,Wankhede Stadium,Nitin Menon,RJ Tucker
1136573,2018,Kolkata,2018-04-16,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kolkata Knight Riders,71,0,N Rana,Eden Gardens,AK Chaudhary,A Nand Kishore
1136572,2018,Chandigarh,2018-04-15,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,4,0,CH Gayle,Punjab Cricket Association IS Bindra Stadium,CK Nandan,VA Kulkarni
1136571,2018,Bengaluru,2018-04-15,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,19,0,SV Samson,M.Chinnaswamy Stadium,C Shamshuddin,S Ravi
1136569,2018,Mumbai,2018-04-14,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,JJ Roy,Wankhede Stadium,KN Ananthapadmanabhan,Nitin Menon
1136570,2018,Kolkata,2018-04-14,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,B Stanlake,Eden Gardens,AK Chaudhary,A Nand Kishore
1136568,2018,Bengaluru,2018-04-13,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,UT Yadav,M.Chinnaswamy Stadium,A Deshmukh,S Ravi
1136567,2018,Hyderabad,2018-04-12,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,1,Rashid Khan,Rajiv Gandhi International Stadium,CK Nandan,NJ Llong
1136566,2018,Jaipur,2018-04-11,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,D/L,1,Rajasthan Royals,10,0,SV Samson,Sawai Mansingh Stadium,KN Ananthapadmanabhan,Nitin Menon
1136565,2018,Chennai,2018-04-10,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,SW Billings,MA Chidambaram Stadium,AK Chaudhary,CB Gaffaney
1136564,2018,Hyderabad,2018-04-09,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,S Dhawan,Rajiv Gandhi International Stadium,NJ Llong,VA Kulkarni
1136562,2018,Chandigarh,2018-04-08,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium,KN Ananthapadmanabhan,RJ Tucker
1136563,2018,Kolkata,2018-04-08,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,SP Narine,Eden Gardens,A Deshmukh,C Shamshuddin
1136561,2018,Mumbai,2018-04-07,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,1,DJ Bravo,Wankhede Stadium,CB Gaffaney,A Nand Kishore
1082650,2017,Hyderabad,2017-05-21,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,S Ravi
1082649,2017,Bangalore,2017-05-19,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,KV Sharma,M Chinnaswamy Stadium,NJ Llong,Nitin Menon
1082648,2017,Bangalore,2017-05-18,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,D/L,1,Kolkata Knight Riders,0,7,NM Coulter-Nile,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon
1082647,2017,Mumbai,2017-05-16,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,normal,0,Rising Pune Supergiant,20,0,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin
1082646,2017,Delhi,2017-05-14,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,10,0,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin
1082645,2017,Pune,2017-05-14,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh
1082643,2017,Kanpur,2017-05-13,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,Mohammed Siraj,Green Park,AK Chaudhary,Nitin Menon
1082644,2017,Kolkata,2017-05-13,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,normal,0,Mumbai Indians,9,0,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi
1082642,2017,Delhi,2017-05-12,Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,bat,normal,0,Delhi Daredevils,7,0,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan
1082641,2017,Mumbai,2017-05-11,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,normal,0,Kings XI Punjab,7,0,WP Saha,Wankhede Stadium,A Deshmukh,A Nand Kishore
1082640,2017,Kanpur,2017-05-10,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,2,SS Iyer,Green Park,YC Barde,AK Chaudhary
1082639,2017,Chandigarh,2017-05-09,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi
1082638,2017,Hyderabad,2017-05-08,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,0,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus
1082636,2017,Bangalore,2017-05-07,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin
1082637,2017,Chandigarh,2017-05-07,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,VK Sharma
1082634,2017,Hyderabad,2017-05-06,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,field,normal,0,Rising Pune Supergiant,12,0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,AK Chaudhary
1082635,2017,Delhi,2017-05-06,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,normal,0,Mumbai Indians,146,0,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan
1082633,2017,Bangalore,2017-05-05,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,19,0,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin
1082632,2017,Delhi,2017-05-04,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon
1082631,2017,Kolkata,2017-05-03,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore
1082630,2017,Delhi,2017-05-02,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon
1082628,2017,Mumbai,2017-05-01,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,0,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney
1082629,2017,Pune,2017-05-01,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin
1082627,2017,Hyderabad,2017-04-30,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,48,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,S Ravi
1082626,2017,Chandigarh,2017-04-30,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan
1082624,2017,Pune,2017-04-29,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus
1082622,2017,Kolkata,2017-04-28,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,G Gambhir,Eden Gardens,NJ Llong,S Ravi
1082623,2017,Chandigarh,2017-04-28,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan
1082621,2017,Bangalore,2017-04-27,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,7,AJ Tye,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin
1082620,2017,Pune,2017-04-26,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong
1082618,2017,Mumbai,2017-04-24,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,normal,0,Rising Pune Supergiant,3,0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi
1082617,2017,Kolkata,2017-04-23,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan
1082616,2017,Rajkot,2017-04-23,Gujarat Lions,Kings XI Punjab,Gujarat Lions,field,normal,0,Kings XI Punjab,26,0,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus
1082615,2017,Pune,2017-04-22,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh
1082614,2017,Mumbai,2017-04-22,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,14,0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi
